region1,region,service,time,elos_achievable,elos,,,,,,,,,,,,,,,,,,
Newtown,Newtown,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Miramar,Miramar,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,broadcast,3,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Porirua East,Tawa,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Karori,Karori,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Newtown,Newtown,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Miramar,Miramar,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,broadcast,4,1,"Fully functional for priority radio stations, no TV",,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Porirua East,Tawa,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Karori,Karori,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Newtown,Newtown,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Miramar,Miramar,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,broadcast,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Porirua East,Tawa,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Karori,Karori,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Newtown,Newtown,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Miramar,Miramar,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,sanitation,0,1,Full service,,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Porirua East,Tawa,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Karori,Karori,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Newtown,Newtown,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Miramar,Miramar,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,sanitation,1,1,"Self-sufficiency by the community for sanitation needs (long-drops, two buckets or similar (no council service)).",,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua East,Tawa,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Karori,Karori,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Newtown,Newtown,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Miramar,Miramar,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,sanitation,2,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua East,Tawa,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Karori,Karori,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Newtown,Newtown,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Miramar,Miramar,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,sanitation,3,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Porirua East,Tawa,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Karori,Karori,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Newtown,Newtown,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Miramar,Miramar,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,sanitation,4,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,sanitation,4,2,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,sanitation,4,3,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,sanitation,4,1,"Service, according to the ‘two buckets’ plan",,,,,,,,,,,,,,,,,,
Kapiti Coast,Kapiti Coast,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Porirua North,Porirua North,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Titahi Bay,Porirua CBD,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Porirua CBD,Titahi Bay,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Porirua East,Tawa,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Tawa 'CBD',Porirua East,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Johnsonville CBD,Johnsonville,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn Western Suburbs,Wellington Western Suburbs,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Karori,Karori,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn RORO&CBD,Wellington RORO & CBD,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Newtown,Newtown,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn Southern Suburbs,Wellington Southern Suburbs,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wlgtn Airport,Wellington Airport,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Miramar,Miramar,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Upper Hutt CBD,Petone,sanitation,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Stokes Valley,Lower Hutt,sanitation,5,1,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Western Hutt Hills,Seaview Fuel Terminal,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Lower Hutt,Eastbourne,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Petone,Wainuiomata,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wainuiomata,Western Hutt Hills,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Seaview Fuel Terminal,Upper Hutt,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Eastbourne,Stokes Valley,sanitation,5,3,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
Wairarapa,Wairarapa,sanitation,5,2,At least 80% of individuals receive at least 80% of ‘BAU’ delivery,,,,,,,,,,,,,,,,,,
